entry_id,category,surface,reading,review_status,license,external_action_risk,source
DIALECT-6415c1133299,dialect,〜に,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-792da50e314f,dialect,〜ばい,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-e61484f9b9e6,dialect,〜ばってん,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-4099729983a1,dialect,〜べさ,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-be848c30bca3,dialect,〜みゃあ,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-c74bd76cfa8c,dialect,〜やき,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-4e4e2a809a2b,dialect,〜やけん,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-22e93e4df444,dialect,〜やさかい,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-ba08ffa96e31,dialect,〜やで,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-6d33803ac53e,dialect,〜やに,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-d6d1beba94d9,dialect,〜やろ,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-8351cb599207,dialect,〜やんか,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-f271d4d1dd82,dialect,〜ら,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-0f5937a031d0,dialect,〜わけ,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-8e41684ee2c4,dialect,あかぼし,Akaboshi,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%82%E3%81%8B%E3%81%BC%E3%81%97 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-8f9f02bbbaf6,dialect,あかん,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-9dde29053b16,dialect,あこつ,akotsu,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%82%E3%81%93%E3%81%A4 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-fad3ca965745,dialect,あたい,atai,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%82%E3%81%9F%E3%81%84 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-6883be25f9e1,dialect,あっちゃこっちゃ,atchakotcha,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%82%E3%81%A3%E3%81%A1%E3%82%83%E3%81%93%E3%81%A3%E3%81%A1%E3%82%83 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-b7c80499a097,dialect,あぽ,apo,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%82%E3%81%BD | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-93edd89c4ac4,dialect,あられふり,arare furi,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%82%E3%82%89%E3%82%8C%E3%81%B5%E3%82%8A | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-69f10d0546c9,dialect,あんべ,anbe,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%82%E3%82%93%E3%81%B9 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-02605378ece8,dialect,いねうい,ineui,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%84%E3%81%AD%E3%81%86%E3%81%84 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-ebc36fa059fd,dialect,いねかい,inekai,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%84%E3%81%AD%E3%81%8B%E3%81%84 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-03044c8ca5b7,dialect,うちなー,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-5f90f0054ee6,dialect,うっかた,ukkata,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%86%E3%81%A3%E3%81%8B%E3%81%9F | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-b34e9aeb344b,dialect,うな,una,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%86%E3%81%AA | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-97a37b96624b,dialect,うの,uno,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%86%E3%81%AE | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-896ff74ffadc,dialect,ええやん,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-19e8a215aa4c,dialect,えずい,ezui,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%88%E3%81%9A%E3%81%84 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-4e9da045a58f,dialect,おかべ,okabe,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8A%E3%81%8B%E3%81%B9 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-a7c2440c6ef9,dialect,おがる,ogaru,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8A%E3%81%8C%E3%82%8B | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-a1c603395f62,dialect,おさか,Osaka,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8A%E3%81%95%E3%81%8B | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-ec9a13ce5cec,dialect,おぼこ,oboko,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8A%E3%81%BC%E3%81%93 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-9d59df5b9999,dialect,おらぶ,orabu,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8A%E3%82%89%E3%81%B6 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-e6cb5fac0fcb,dialect,おんじょ,onjo,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8A%E3%82%93%E3%81%98%E3%82%87 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-9f379f119d8d,dialect,かがん,kagan,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8B%E3%81%8C%E3%82%93 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-1da2d203fa15,dialect,かみがた,kamigata,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8B%E3%81%BF%E3%81%8C%E3%81%9F | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-583b2497c252,dialect,がっこ,gakko,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8C%E3%81%A3%E3%81%93 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-1da1681d3730,dialect,きそ,kiso,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8D%E3%81%9D | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-ea9bb5770070,dialect,きない,kinai,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8D%E3%81%AA%E3%81%84 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-12aba6ed295e,dialect,ぎっこんばったん,gikkonbattan,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8E%E3%81%A3%E3%81%93%E3%82%93%E3%81%B0%E3%81%A3%E3%81%9F%E3%82%93 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-73a8fb36438e,dialect,くそだあけ,kusodāke,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8F%E3%81%9D%E3%81%A0%E3%81%82%E3%81%91 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-76cc0074a309,dialect,くそだわけ,kusodawake,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%8F%E3%81%9D%E3%81%A0%E3%82%8F%E3%81%91 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-cd88eca3b84f,dialect,けっぱる,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-8be21aac3748,dialect,けつめど,ketsumedo,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%91%E3%81%A4%E3%82%81%E3%81%A9 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-4a9261605cb8,dialect,けめる,kemeru,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%91%E3%82%81%E3%82%8B | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-0ca1208d5abc,dialect,けやぐ,keyagu,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%91%E3%82%84%E3%81%90 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-368c64b8ce85,dialect,けり,keri,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%91%E3%82%8A | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-8f31274442b1,dialect,けんど,kendo,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%91%E3%82%93%E3%81%A9 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-587f664bc68b,dialect,こがやっ,kogaya',needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%93%E3%81%8C%E3%82%84%E3%81%A3 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-b37815242743,dialect,さすけね,sasukene,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%95%E3%81%99%E3%81%91%E3%81%AD | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-ced68f562060,dialect,したっけ,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-381b10d5da6d,dialect,しったれ,shittare,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%97%E3%81%A3%E3%81%9F%E3%82%8C | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-47e34e429351,dialect,しとる,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-436eb00dba1c,dialect,しはる,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-66caf0582829,dialect,しまうた,shimauta,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%97%E3%81%BE%E3%81%86%E3%81%9F | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-568e164c2d1c,dialect,しまでこん,shimadekon,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%97%E3%81%BE%E3%81%A7%E3%81%93%E3%82%93 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-0c0f627e37a7,dialect,しょや,shoya,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%97%E3%82%87%E3%82%84 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-5e6bf4b5b2f8,dialect,しよる,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-51e7d229c432,dialect,じゃけえ,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-45abb05ebd7e,dialect,じゃけん,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-f26be8076b5d,dialect,じょうふ,jōfu,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%98%E3%82%87%E3%81%86%E3%81%B5 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-2375e1423281,dialect,じょんがら,jongara,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%98%E3%82%87%E3%82%93%E3%81%8C%E3%82%89 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-557c129b2b7c,dialect,せや,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-ce1362b1a0c2,dialect,せやな,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-b711e1f7634b,dialect,せやねん,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-97abd03229ba,dialect,せんといて,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-6982d90a2a53,dialect,そや,soya,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%9D%E3%82%84 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-44fca9244906,dialect,たいぎい,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-83eb67a03a70,dialect,たごし,tagoshi,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%9F%E3%81%94%E3%81%97 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-6aeaf581bdcf,dialect,たつみ,tatsumi,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%9F%E3%81%A4%E3%81%BF | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-230087bbc1b6,dialect,だっきしょ,dakkisho,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%A0%E3%81%A3%E3%81%8D%E3%81%97%E3%82%87 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-a89611f3d900,dialect,だっぺ,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-22454afe70e2,dialect,だべ,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-ecdb49ffbf93,dialect,だんじり,danjiri,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%A0%E3%82%93%E3%81%98%E3%82%8A | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-64aaa4001dd1,dialect,ちゃう,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-d379c9a60d87,dialect,ちゃうねん,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-aa129dc38ae6,dialect,ちゅら,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-90e811c6a3ee,dialect,つず,tsuzu,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%A4%E3%81%9A | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-315508cd8597,dialect,つぶし,tsubushi,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%A4%E3%81%B6%E3%81%97 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-e75fd0cc5655,dialect,つもり,tsumori,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%A4%E3%82%82%E3%82%8A | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-25e32717aa70,dialect,でーじ,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-5b5deb9a1cba,dialect,とあか,toaka,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%A8%E3%81%82%E3%81%8B | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-075e824fd4c9,dialect,としんどん,toshindon,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%A8%E3%81%97%E3%82%93%E3%81%A9%E3%82%93 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-194c371977b0,dialect,とっしょい,tosshoi,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%A8%E3%81%A3%E3%81%97%E3%82%87%E3%81%84 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-f65c9849c7d3,dialect,どんたく,dontaku,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%A9%E3%82%93%E3%81%9F%E3%81%8F | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-9ba153cb41d7,dialect,なば,naba,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%AA%E3%81%B0 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-cc5c631dc1fc,dialect,なまら,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-2c9a99ec9101,dialect,なんくるないさ,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-82b0651bf8e6,dialect,なんでやねん,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-e5ddaf633efb,dialect,はかた,Hakata,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%AF%E3%81%8B%E3%81%9F | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-b470c471ff28,dialect,はごいた,hagoita,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%AF%E3%81%94%E3%81%84%E3%81%9F | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-f879fd556771,dialect,はぶてる,habuteru,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%AF%E3%81%B6%E3%81%A6%E3%82%8B | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-200899940859,dialect,ばかたれ,bakatare,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%B0%E3%81%8B%E3%81%9F%E3%82%8C | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-ce9843bde50f,dialect,ばかちん,bakachin,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%B0%E3%81%8B%E3%81%A1%E3%82%93 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-a2247502f7b1,dialect,ばり,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-cfc7f790cc00,dialect,びんた,binta,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%B3%E3%82%93%E3%81%9F | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-fafeb8eff893,dialect,ふぜい,fuzei,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%B5%E3%81%9C%E3%81%84 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-af9f33b1f928,dialect,ふつ,futsu,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%B5%E3%81%A4 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-05491b1acab2,dialect,ぶち,,needs-evidence,確認中,False,research/context_collection/CANDIDATE_SURFACES_2026-08-05.md
DIALECT-098a73a4b391,dialect,へうっぼ,heubbo,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%B8%E3%81%86%E3%81%A3%E3%81%BC | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-285dd56c6323,dialect,べご,bego,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%B9%E3%81%94 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-924a49bd07a4,dialect,べぶ,bebu,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%B9%E3%81%B6 | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-c73396d71cd3,dialect,ほたえる,hotaeru,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%BB%E3%81%9F%E3%81%88%E3%82%8B | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
DIALECT-d46580e691be,dialect,ほな,hona,needs-evidence,CC BY-SA 4.0 / GFDL,False,https://en.wiktionary.org/wiki/%E3%81%BB%E3%81%AA | https://kaikki.org/dictionary/Japanese/kaikki.org-dictionary-Japanese.jsonl
